gx,gy,n_violations,n_days_active,road_class,poi_demand,severity,criticality,lat,lon,top_station,peak_hour,dominant_poi,name,CIS,CIS_rank
17247,2870,35,7,2.0,0.0,1.0714285714285714,1.457142857142857,12.915387262857143,77.61571655142858,Mico Layout,3,none,"BTP164 - 29th Main Road, BTM Layout",17.253490388908833,842
17211,2865,2,2,2.0,0.0,2.5,1.5,12.8965706,77.45334995,Kengeri,8,none,Challagatta Main Road,17.24905930580252,843
17243,2901,59,18,1.728813559322034,0.0,1.11864406779661,1.276271186440678,13.056077265591458,77.59407046937463,Hebbala,5,none,Dasarahalli Main Road,17.227500458063925,844
17247,2886,140,19,1.0,0.0,1.5892857142857142,1.2192857142857143,12.990382962857144,77.61241203571429,Pulikeshinagar(F.Town),11,none,Memorial Road,17.21739247952844,845
17249,2877,4,4,1.75,0.0,1.625,2.0,12.94920295,77.623242575,Adugodi,13,none,Ejipura Main Road,17.21304112637004,846
17220,2899,6,4,1.0,0.0,1.9166666666666667,2.25,13.049649366666666,77.49368173333333,No Police Station,13,none,Mumbai Bengaluru Highway,17.180584781970953,847
17242,2877,88,22,1.125,0.0,1.6079545454545454,1.2170454545454545,12.947322579545455,77.59099651818181,Wilson Garden,2,none,BTP122 - Siddapura Junction,17.175937248792856,848
17256,2883,14,4,1.3928571428571428,0.0,1.5357142857142858,1.9428571428571428,12.97521817142857,77.65451681428571,Jeevanbheemanagar,7,none,3rd Cross Road,17.17063705635319,849
17214,2901,40,17,1.0,0.0,1.7325,1.56,13.0585621975,77.466363625,No Police Station,3,none,Mumbai Bengaluru Highway,17.10719336400841,850
17220,2876,6,2,2.0,0.0,2.0,1.5,12.944417166666668,77.49158091666666,Jnanabharathi,4,none,1st Main Road,17.080584781970952,851
17240,2877,118,25,1.0,0.0,1.1822033898305084,1.4067796610169492,12.94861242118644,77.58058707711864,Wilson Garden,8,none,BTP184 - Lalbagh West Gate,17.077638744909798,852
17236,2887,13,4,1.7307692307692308,0.0,1.4230769230769231,1.776923076923077,12.9941934,77.565476,Sheshadripuram,10,none,1st Cross Road,17.06228990432008,853
17274,2882,9,6,1.1111111111111112,0.0,1.6111111111111112,2.1888888888888887,12.969324964874609,77.73605062244013,Whitefield,13,none,Borewell Road,17.058350237323154,854
17237,2898,21,8,1.8333333333333333,0.0,1.5476190476190477,1.4142857142857141,13.043411261904762,77.57043104285715,Kodigehalli,3,none,1st Main Road,17.05547642918605,855
17255,2863,28,1,1.5892857142857142,0.0,1.7321428571428572,1.5,12.887040645316004,77.64969389963946,Electronic City,11,none,2nd Main Road,17.05493376150437,856
17238,2896,74,12,1.3175675675675675,0.0,1.25,1.4945945945945944,13.035307194594594,77.57417890810811,Kodigehalli,9,none,Dr Rajgopal Road,17.05019421488327,857
17235,2881,15,7,2.0,0.06666666666666667,1.2666666666666666,1.46,12.968506093333334,77.55950004,Magadi Road,3,poi_mall,1st Main Road,17.022038443970462,858
17242,2882,101,25,1.0,0.0,1.5445544554455446,1.2326732673267327,12.970669484158416,77.59228356039604,Halasuru Gate,2,none,BTP063 - Siddalingaiah Circle,17.01432813072156,859
17238,2916,3,3,1.6666666666666667,0.0,2.6666666666666665,1.5,13.125551133333333,77.5737643,Yelahanka,14,none,Avalahalli Estate Road,17.007346147990155,860
17254,2870,25,15,1.78,0.0,1.56,1.272,12.918586756,77.64490178,HSR Layout,10,none,19th Main Road,17.00468610893285,861
17210,2904,8,6,1.0,0.0,3.0,1.4625,13.0691355125,77.4471752625,No Police Station,2,none,Mumbai Bengaluru Highway,16.992964759595193,862
17224,2886,26,10,2.0,0.0,1.2115384615384615,1.3846153846153846,12.988990592307694,77.50837907307692,Kamakshipalya,4,none,Magadi Main Road,16.95802405954171,863
17251,2864,25,2,1.72,0.0,1.58,1.5,12.891936908,77.631976596,Hulimavu,11,none,13th Main Road,16.911352775599518,864
17239,2906,3,1,1.0,0.0,1.0,3.0,13.0802993,77.5799528,Yelahanka,8,none,Unnamed Road,16.907346147990154,865
17243,2883,34,12,1.0147058823529411,0.0,2.0441176470588234,1.4705882352941178,12.974588505882352,77.59667620294118,Cubbon Park,3,none,BTP063 - Siddalingaiah Circle,16.90636421319389,866
17251,2866,33,14,1.1666666666666667,0.0,1.7727272727272727,1.5,12.8999005197057,77.63343863841341,HSR Layout,10,none,Hosur Road,16.893176202281428,867
17241,2910,54,17,1.6481481481481481,0.0,1.1296296296296295,1.3277777777777777,13.099037725925927,77.58660986666666,Yelahanka,5,none,3rd A Cross Road,16.854893216931753,868
17253,2877,7,6,2.2857142857142856,0.0,1.9285714285714286,1.2,12.9495979,77.63966532857144,Ashok Nagar,8,none,Domlur Inner Ring Road,16.83850181978983,869
17266,2872,1,1,2.0,0.0,1.0,2.5,12.9263943,77.6978095,Bellandur,5,none,Bhoganahalli Main Road,16.833333333333332,870
17268,2892,15,6,1.1,0.0,1.3,2.2,13.016233613333334,77.70915497333334,K.R. Pura,5,none,Basavanapura Road,16.822038443970467,871
17226,2886,90,21,1.3333333333333333,0.0,1.1611111111111112,1.301111111111111,12.987645181591724,77.51987547766431,Kamakshipalya,5,none,Dr Rajkumar Puniya Bhoomi Road,16.820085705718615,872
17247,2890,47,28,1.1595744680851063,0.0,1.297872340425532,1.4425531914893617,13.007396872340426,77.6129555787234,K.G. Halli,11,none,Tannery Road,16.81319567081278,873
17230,2884,53,20,1.0754716981132075,0.0,1.6660377358490566,1.369811320754717,12.980296614503366,77.53760584562802,Vijayanagara,4,none,"BTP025 - Puttamma Choultry, Nagarbhavi",16.800662902258523,874
17251,2903,9,5,1.4444444444444444,0.0,1.6666666666666667,1.9000000000000001,13.067846277777779,77.6312558111111,Hennuru,9,none,80 Feet Road,16.795387274360195,875
17263,2889,53,18,1.0188679245283019,0.0,1.5999999999999999,1.4811320754716981,13.004857920754716,77.68434624150945,K.R. Pura,7,none,Old Madras Road,16.79185787081198,876
17268,2867,13,8,1.6153846153846154,0.0,1.7692307692307692,1.5538461538461539,12.901891923076922,77.70817396153846,Whitefield,4,none,Sarjapura Main Road,16.775110417140592,877
17231,2887,11,8,1.9090909090909092,0.0,1.5909090909090908,1.5,12.994252436363636,77.54067274545454,Vijayanagara,5,none,BTP207 - 8th Main Road Basaveshwara Nagar,16.772842510873733,878
17236,2894,17,2,1.8823529411764706,0.0,1.5588235294117647,1.5,13.023754788235294,77.56276080588235,Yeshwanthpura,6,none,HMT Main Road,16.767712868369657,879
17269,2884,8,3,1.0625,0.0,1.4375,2.375,12.97853615,77.7123622125,Mahadevapura,6,none,Industrial Park Road,16.75963142626186,880
17224,2900,2,2,1.5,0.5,1.5,1.5,13.05267785,77.509884,Chikkabanavara,12,poi_mall,Hesaraghatta Main Road,16.74905930580252,881
17252,2881,20,6,1.1,0.0,1.625,1.905,12.967554375,77.636719385,Jeevanbheemanagar,12,none,Indiranagar Double Road,16.736990235763624,882
17250,2892,17,11,1.9411764705882353,0.0,1.1176470588235294,1.5705882352941176,13.014565052941176,77.62741789411766,Banaswadi,13,none,Hennur Main Road,16.703006986016717,883
17258,2886,26,14,1.6923076923076923,0.0,1.2307692307692308,1.4961538461538462,12.98872010769231,77.66351710384616,Banaswadi,7,none,Kaggadaspura Main Road,16.670844572362224,884
17234,2882,5,2,2.0,0.0,2.0,1.5,12.96909372,77.55479127999999,Magadi Road,3,none,1st Main Road,16.656405453792672,885
17233,2863,15,12,1.9666666666666666,0.0,1.6333333333333333,1.26,12.883838930292777,77.54982503070826,Thalagattapura,3,none,Konanakunte Main Road,16.655371777303795,886
17264,2868,12,9,1.9166666666666667,0.0,1.6083333333333334,1.425,12.908971408333334,77.68969745833333,Bellandur,9,none,Sarjapura Main Road,16.634006627609367,887
17248,2919,12,11,1.0,0.0,2.0416666666666665,1.7916666666666667,13.139504156666668,77.61776573916667,Chikkajala,3,none,Bengaluru Bellary Road,16.622895516498254,888
17240,2910,27,7,1.8703703703703705,0.0,1.2592592592592593,1.4444444444444444,13.097408751851853,77.58413972962963,Yelahanka,11,none,1st A Main Road,16.61749930017348,889
17221,2871,5,3,1.0,0.0,1.6600000000000001,2.4,12.922637080000001,77.49582212,Kengeri,3,none,Mysore Road,16.589738787126006,890
17239,2911,18,13,1.9722222222222223,0.0,1.5833333333333333,1.2,13.099830294444445,77.57847118333333,Yelahanka,3,none,Yelahanka New Town Main Road,16.544922031717864,891
17240,2868,27,16,1.7037037037037037,0.0,1.4814814814814814,1.2777777777777777,12.906510733333333,77.5815233148148,J.P. Nagar,7,none,"BTP200 - 15th Cross, 33rd Main, JP Nagar",16.539721522395702,892
17265,2847,2,1,1.0,0.0,1.5,2.75,12.81185095,77.69400925,Electronic City,3,none,Hosur Road,16.532392639135853,893
17264,2878,5,4,1.6,0.0,1.5,2.04,12.95365268,77.69004102,HAL Old Airport,5,none,A Main Road,16.523072120459336,894
17211,2903,11,7,1.1818181818181819,0.0,2.1363636363636362,1.6818181818181819,13.066888336363634,77.45117968181818,No Police Station,8,none,Mumbai Bengaluru Highway,16.518297056328283,895
17263,2869,18,13,1.9444444444444444,0.0,1.4444444444444444,1.2999999999999998,12.910765444444444,77.68476925555555,Bellandur,4,none,Sarjapura Main Road,16.517144253940085,896
17233,2894,16,13,1.0625,0.0625,1.53125,1.80625,13.02374335790254,77.54921663963908,Yeshwanthpura,4,poi_transit,Mumbai Bengaluru Highway,16.509693690654906,897
17257,2891,21,8,2.0,0.0,1.5952380952380953,1.2,13.010872690476189,77.65889767142858,Banaswadi,5,none,5th Main Road,16.507857381567003,898
17268,2882,18,2,2.0,0.0,1.4444444444444444,1.4333333333333333,12.972509066666667,77.70989160555555,HAL Old Airport,6,none,2nd Main Road,16.494922031717863,899
17242,2885,26,21,1.0769230769230769,0.038461538461538464,1.4807692307692308,1.5846153846153848,12.985684797989032,77.59044000192306,High ground,8,poi_school,BTP034 - LRDE Junction,16.475972777490433,900
17227,2879,11,2,1.0454545454545454,0.0,1.4090909090909092,2.290909090909091,12.958832072727272,77.52501314545454,Byatarayanapura,2,none,80 Feet Road,16.472842510873736,901
17252,2862,12,4,1.7083333333333333,0.0,1.8333333333333333,1.5,12.88252375699294,77.63670285535771,Hulimavu,5,none,Chikka Begur Main Road,16.467339960942695,902
17248,2861,54,30,1.3703703703703705,0.0,1.2037037037037037,1.2277777777777776,12.876012003703703,77.61666402777779,Hulimavu,12,none,Westend Avenue,16.458596920635454,903
17240,2864,20,7,1.975,0.0,1.275,1.4300000000000002,12.891463985000001,77.5815867,J.P. Nagar,11,none,Kothanur Main Road,16.411990235763625,904
17237,2877,49,26,1.0816326530612246,0.0,1.5918367346938775,1.2918367346938775,12.947733812244898,77.56904390816327,Basavanagudi,4,none,BTP215 - Vanivillas Junction,16.405060263006106,905
17250,2904,68,19,1.0294117647058822,0.0,1.1985294117647058,1.5705882352941176,13.068567575,77.62718025588235,Hennuru,13,none,80 Feet Road,16.401077385725806,906
17245,2877,31,14,1.3548387096774193,0.03225806451612903,1.596774193548387,1.367741935483871,12.949350874193549,77.60551314516128,Adugodi,3,poi_school,BTP132 - Anepalya Junction,16.35734158120793,907
17267,2878,1,1,1.5,0.0,1.5,2.5,12.9550844,77.7044467,HAL Old Airport,3,none,1st Cross Road,16.333333333333332,909
17220,2870,1,1,1.5,0.0,1.5,2.5,12.9165806,77.4919859,Kengeri,12,none,5th Cross Road,16.333333333333332,908
17270,2875,8,3,1.5,0.0,2.1875,1.55,12.9385784,77.71762257500001,Whitefield,6,none,27th Cross Road,16.25963142626186,910
17251,2905,16,6,1.875,0.0,1.34375,1.525,13.073734275,77.6336815125,Hennuru,11,none,Thanisandra Main Road,16.23261035732157,911
17265,2879,33,20,1.0303030303030303,0.0,1.4545454545454546,1.6121212121212123,12.956146706060606,77.69463327575758,HAL Old Airport,11,none,HAL Airport Road,16.21842872753395,912
17260,2893,7,6,2.0,0.0,1.4285714285714286,1.6285714285714286,13.019946299999999,77.67431352857143,Banaswadi,4,none,TC Palya Main Road,16.19564467693269,913
17219,2877,13,2,1.6923076923076923,0.0,1.8076923076923077,1.5,12.9490479,77.48782287692308,Jnanabharathi,11,none,Ullal Main Road,16.180238622268796,914
17271,2879,29,16,1.0,0.0,1.6655172413793102,1.606896551724138,12.955729386206897,77.72093804827587,Whitefield,2,none,HAL Airport Road,16.17018353275057,915
17243,2864,14,11,1.9285714285714286,0.0,1.3928571428571428,1.407142857142857,12.890773928571429,77.5963026357143,J.P. Nagar,10,none,Arekere MICO Layout Main Road,16.139684675400805,916
17251,2870,24,9,1.8125,0.0,1.625,1.2125,12.915957774734261,77.6321507865069,HSR Layout,11,none,5th Main Road,16.120928400730232,917
17266,2846,2,1,1.0,0.0,1.0,3.0,12.807920849999999,77.69750595,Electronic City,12,none,Hosur Road,16.115725972469185,918
17248,2885,63,24,1.0,0.0,1.3968253968253967,1.380952380952381,12.986627463492063,77.61926826031747,Pulikeshinagar(F.Town),11,none,Professor K Venkatachalam Circle,16.09546089868093,919
17232,2875,9,3,1.8333333333333333,0.1111111111111111,1.5,1.4666666666666666,12.939299433333334,77.54773692222221,Banashankari,3,poi_mall,17th A Main Road,16.084276163249083,920
17237,2878,31,13,1.0,0.25806451612903225,1.3870967741935485,1.3258064516129033,12.953002080645161,77.5695720967742,V.V.Puram (C.Pet),2,poi_school,BTP215 - Vanivillas Junction,16.08422330163804,921
17255,2902,37,16,1.5675675675675675,0.0,1.4324324324324325,1.2486486486486486,13.061371340540541,77.65041125945946,Hennuru,11,none,Hennur Main Road,16.075241152680988,922
17256,2871,9,2,2.5,0.0,1.0,1.5,12.923674476329177,77.65495921277343,Bellandur,4,none,Outer Ring Road,16.06205394102686,923
17237,2860,17,9,1.7058823529411764,0.0,1.4705882352941178,1.4823529411764707,12.872190447058824,77.5676600117647,Thalagattapura,11,none,Amruth Nagar Main Road,16.05398737817358,924
17254,2894,22,13,1.4545454545454546,0.0,1.4090909090909092,1.5545454545454547,13.02399788485236,77.64345996058124,Banaswadi,9,none,5th A Cross Road,16.04792505136273,925
17213,2902,39,12,1.3076923076923077,0.0,1.3717948717948718,1.5128205128205128,13.060786964102563,77.46124334102565,No Police Station,5,none,Mumbai Bengaluru Highway,16.022045382306317,926
17255,2866,19,13,1.7894736842105263,0.0,1.368421052631579,1.3789473684210527,12.898970789473685,77.6509324368421,HSR Layout,12,none,Somasundarapalya Main Road,16.006242194280176,927
17211,2866,1,1,2.0,0.0,2.5,1.5,12.8970486,77.453425,Kengeri,3,none,Challagatta Main Road,16.0,928
17218,2888,1,1,2.0,0.0,2.5,1.5,13.0000588,77.4854115,Kamakshipalya,12,none,Andhrahalli Main Road,16.0,930
17221,2879,1,1,2.0,0.0,2.5,1.5,12.958585,77.495605,Jnanabharathi,0,none,5th Main Road,16.0,931
17256,2861,1,1,2.0,0.0,2.5,1.5,12.8779242,77.6549429,Electronic City,3,none,Parappana Agrahara Main Road,16.0,933
17260,2882,1,1,2.0,0.0,2.5,1.5,12.9734898,77.6742568,HAL Old Airport,7,none,Kaggadaspura Main Road,16.0,934
17211,2867,1,1,2.0,0.0,2.5,1.5,12.9035725,77.4498397,Kengeri,11,none,Challagatta Main Road,16.0,929
17221,2908,1,1,2.0,0.0,2.5,1.5,13.0882399,77.494954,Chikkabanavara,12,none,Hesaraghatta Main Road,16.0,932
17231,2885,2,2,2.0,0.0,2.25,1.5,12.98561965,77.54252315,Vijayanagara,2,none,1st Main Road,15.999059305802518,935
17279,2886,4,2,1.0,0.0,1.5,2.5,12.9912303,77.756012575,Mahadevapura,6,none,SH 35,15.988041126370039,936
17235,2870,16,5,1.96875,0.0,1.25,1.5,12.91849764375,77.5597033875,Banashankari,12,none,BTP158 - Devegowda Petrol Bunk,15.984693690654906,937
17264,2879,14,10,1.1785714285714286,0.0,1.6428571428571428,1.792857142857143,12.955743353132531,77.69173949578149,HAL Old Airport,11,none,HAL Airport Road,15.97063705635319,938
17238,2865,12,6,1.9166666666666667,0.0,1.3333333333333333,1.5583333333333333,12.892989258333335,77.57198397500001,J.P. Nagar,12,none,Chunchaghatta Main Road,15.970117738720473,939
17261,2880,4,4,1.75,0.0,1.375,2.0,12.963163725,77.675441025,HAL Old Airport,0,none,3rd Main Road,15.963041126370042,940
17218,2890,21,3,2.0,0.0,1.119047619047619,1.5,13.008323309523808,77.48431117142857,Kamakshipalya,12,none,Andrahalli Main Road,15.960238333947958,941
17231,2877,4,3,1.875,0.0,1.25,2.0,12.950573875,77.5406852,Byatarayanapura,16,none,BTP096 - Gali Anjaneya Temple,15.954707793036707,943
17228,2879,4,3,1.25,0.0,2.125,1.925,12.957718575,77.5281419,Byatarayanapura,2,none,BTP017 - Attiguppe Circle,15.954707793036707,942
17216,2867,2,1,1.25,0.0,1.5,2.5,12.90578,77.4756535,Kengeri,4,none,2nd Cross Road,15.949059305802518,944
17247,2894,7,4,2.0,0.14285714285714285,1.3571428571428572,1.4142857142857144,13.025599714285715,77.61258339999999,K.G. Halli,13,poi_transit,1st Main Road,15.928978010266023,945
17239,2891,5,5,1.7,0.0,1.5,1.8800000000000001,13.01136606,77.57965352,Sadashivanagar,3,none,BTP030 - Mekhri Circle,15.92307212045934,946
17271,2875,2,2,1.5,0.0,2.0,2.0,12.9391627,77.7197538,Whitefield,10,none,27th Cross Road,15.915725972469186,947
17273,2896,4,3,1.0,0.0,1.375,2.55,13.033924,77.7313028,K.R. Pura,2,none,Unnamed Road,15.913041126370036,948
17280,2893,17,12,2.0,0.0,1.411764705882353,1.2352941176470589,13.020025558823528,77.76220213529412,Mahadevapura,4,none,Whitefield Main Road,15.865752084055936,949
17224,2895,2,1,2.0,0.0,2.25,1.5,13.0295242,77.5123178,Peenya,3,none,3rd Main Road,15.865725972469184,950
17239,2872,15,10,1.8333333333333333,0.0,1.3533333333333333,1.46,12.92714002,77.57802628666667,Jayanagara,3,none,"BTP189 - New Diagonal Road, Jayanagar",15.855371777303795,951
17256,2893,24,18,1.3333333333333333,0.0,1.4375,1.4916666666666665,13.019273910632199,77.65563374824215,Banaswadi,3,none,MBT Road,15.83481728961912,952
17244,2926,2,1,1.5,0.0,2.0,2.0,13.1698367,77.6023667,Chikkajala,16,none,Ramagiri Cross Road,15.78239263913585,953
17250,2894,26,10,1.0961538461538463,0.0,1.5,1.7192307692307693,13.025506153846154,77.62772730769231,K.G. Halli,11,none,80 Feet Road,15.76571636723402,954
17244,2893,16,8,1.96875,0.0,1.15625,1.48125,13.022687225,77.60093669375,R.T. Nagar,6,none,Adi Kabir Ashram Main Road,15.759693690654908,955
17237,2886,32,10,1.84375,0.0,1.296875,1.228125,12.987924059375,77.56781149375,Sheshadripuram,8,none,5th Main Road,15.695309544512378,956
17243,2891,28,8,1.9285714285714286,0.0,1.1785714285714286,1.3071428571428572,13.011299960714286,77.59494959285713,R.T. Nagar,11,none,JC Nagar Main Road,15.648981380551987,957
17248,2921,18,5,1.5,0.0,1.6944444444444444,1.488888888888889,13.145570583333333,77.61820387777777,Chikkajala,1,none,Bengaluru Bellary Road,15.607884994680827,958
17246,2881,60,24,1.0,0.0,1.43,1.3133333333333332,12.967074559999999,77.60876475,Ashok Nagar,7,none,BTP141 - Palmgroove Junction,15.565733978662912,959
17245,2893,5,5,2.0,0.0,1.5,1.6199999999999999,13.02211484,77.60297938,R.T. Nagar,1,none,Dinnur Main Road,15.55640545379267,960
17257,2887,54,18,1.0,0.09259259259259259,1.5555555555555556,1.2,12.992409653703703,77.65972217592592,Banaswadi,8,poi_mall,Old Madras Road,15.553041365079903,961
17244,2909,9,4,2.0,0.0,1.4444444444444444,1.5,13.094265755555556,77.60069387777779,Yelahanka,2,none,Jakkur Main Road,15.550942829915751,962
17244,2912,21,11,1.119047619047619,0.0,1.880952380952381,1.5,13.105768995238096,77.6008611952381,Yelahanka,4,none,Bellary Road,15.550714524424148,963
17281,2885,16,9,1.9375,0.0,1.40625,1.3125,12.98347889375,77.76808985625,Mahadevapura,13,none,FCI Main Road,15.549277023988239,964
17234,2895,3,2,2.0,0.0,2.0,1.5,13.0298736,77.5530902,Yeshwanthpura,4,none,1st Main Road,15.540679481323485,965
17246,2867,3,2,2.0,0.0,2.0,1.5,12.905161233333333,77.6114714,Mico Layout,3,none,16th Main Road,15.540679481323485,966
17219,2885,28,11,1.8928571428571428,0.0,1.1071428571428572,1.3142857142857143,12.985986092857143,77.48764547857142,Kamakshipalya,11,none,Magadi Main Road,15.537076618647227,967
