cell,name,lat,lon,top_station,CIS,CIS_rank,n_violations,road_class,dominant_poi,peak_hour,demand_index,blind_spot,reliable,devices,evening_share,observed,archetype,intervention
17271_2894,MBT Road,13.026376003846154,77.72058755961538,K.R. Pura,17.798550097784208,805,52,1.1538461538461535,none,11,3.466666666666667,19.736022882250857,True,13,0.0,52,(low-volume cell),
17245_2878,BTP132 - Anepalya Junction,12.951825219230768,77.60510166923076,Ashok Nagar,17.78366508518274,806,26,1.7692307692307692,none,2,5.2,24.587946518645087,False,3,0.0,26,(low-volume cell),
17240_2874,BTP218 - Syndicate Bank Junction,12.935737710500652,77.5837299355466,Jayanagara,17.783484423449227,807,117,1.2264957264957266,poi_hospital,6,7.3125,18.798316168547665,True,14,0.0598290598290598,117,(low-volume cell),
17234_2898,Outer Ring Road,13.0437375875,77.55537406875,Jalahalli,17.77343454451238,808,32,1.546875,none,12,2.6666666666666665,20.64482694052916,False,10,0.0,32,(low-volume cell),
17258_2889,2nd Main Road,13.003418945454545,77.6626712831169,Banaswadi,17.772000653634613,809,77,1.9610389610389607,none,4,7.7,21.42248698534433,True,8,0.0,77,(low-volume cell),
17222_2906,Hesaraghatta Main Road,13.0801778875,77.50240062499999,Chikkabanavara,17.75963142626186,810,8,1.9375,none,3,1.6,24.55471724237591,False,3,0.0,8,(low-volume cell),
17249_2866,Kodichikkanahalli Main Road,12.89915432,77.62195402,Madiwala,17.75640545379267,811,5,2.0,none,11,1.6666666666666667,27.23980419035668,False,1,0.0,5,(low-volume cell),
17235_2871,BTP158 - Devegowda Petrol Bunk,12.922424201076032,77.56038231214886,Banashankari,17.75398737817358,812,17,1.5294117647058822,none,3,1.8888888888888888,21.857732742496257,False,7,0.0,17,(low-volume cell),
17279_2887,Whitefield Main Road,12.994269133333331,77.75757687142857,Mahadevapura,17.741190714900338,813,21,1.9285714285714288,none,2,2.625,22.359662266186287,False,6,0.0,21,(low-volume cell),
17252_2893,CMR Road,13.022423622562734,77.63784397177403,Banaswadi,17.730937375659973,814,158,1.0284810126582278,none,13,17.555555555555557,21.829354847214223,True,7,0.0,158,(low-volume cell),
17243_2868,BTP222 - Delmia Circle,12.908052319047618,77.59509612857144,J.P. Nagar,17.717381191090816,815,21,1.7142857142857142,poi_transit,6,3.5,23.63236356448868,False,4,0.0,21,(low-volume cell),
17269_2943,Sulibele Road,13.244864861728397,77.71316079753086,Devanahalli Airport,17.708006590187868,816,81,1.0,poi_transit,4,5.0625,19.368646997071984,True,14,0.0,81,(low-volume cell),
17253_2870,Outer Ring Road,12.9163313,77.63916873888888,HSR Layout,17.683810920606753,817,18,2.4166666666666665,none,2,2.0,21.771335347835688,False,7,0.0,18,(low-volume cell),
17250_2901,Rachenahalli Main Road,13.057503536363637,77.62657059090908,Hennuru,17.675872813904043,818,11,1.6363636363636365,poi_techpark,11,1.8333333333333333,23.57699753437002,False,4,0.0,11,(low-volume cell),
17246_2916,Bellary Road,13.12235968,77.61079837000001,Yelahanka,17.592021101013287,819,30,1.45,none,8,3.333333333333333,21.65832877064152,False,7,0.0,30,(low-volume cell),
17250_2916,Bagaluru Main Road,13.122046942857144,77.62818944285713,Yelahanka,17.581358962646977,820,7,2.0,none,4,2.333333333333333,26.97126830028444,False,1,0.0,7,(low-volume cell),
17226_2887,Dr Rajkumar Puniya Bhoomi Road,12.991756777777775,77.52098582222223,Kamakshipalya,17.565757644730567,821,9,1.0,none,10,2.25,25.390942422894483,False,2,0.0,9,(low-volume cell),
17246_2886,Seppings Road,12.989513837383178,77.6088914224299,Pulikeshinagar(F.Town),17.52983353740556,822,107,1.014018691588785,none,12,8.916666666666666,20.36187090174758,True,10,0.0,107,(low-volume cell),
17248_2870,"BTP164 - 29th Main Road, BTM Layout",12.9160937,77.6168104,Mico Layout,17.5,823,1,3.5,none,2,0.3333333333333333,26.84645687843437,False,1,0.0,1,(low-volume cell),
17248_2904,Railway Parallel Road,13.0709617,77.6189683,Hennuru,17.5,824,1,1.0,poi_transit,2,0.3333333333333333,26.84645687843437,False,1,0.0,1,(low-volume cell),
17274_2897,MBT Road,13.0367455,77.7371607,K.R. Pura,17.5,827,1,1.0,none,5,0.3333333333333333,26.84645687843437,False,1,0.0,1,(low-volume cell),
17250_2902,Thanisandra Railway Station Road,13.0633189,77.6280166,Hennuru,17.5,825,1,1.0,poi_transit,6,0.3333333333333333,26.84645687843437,False,1,0.0,1,(low-volume cell),
17262_2854,Joggers Lane,12.8457393,77.6809993,Electronic City,17.5,826,1,1.0,poi_techpark,11,0.3333333333333333,26.84645687843437,False,1,0.0,1,(low-volume cell),
17236_2891,Canara Union Road,13.00991505,77.56266445,Malleshwaram,17.49905930580252,828,2,1.0,poi_mall,7,0.6666666666666666,26.84501377522245,False,1,0.0,2,(low-volume cell),
17268_2893,MBT Road,13.019464166452734,77.70870378057579,K.R. Pura,17.498047067143638,829,46,1.0869565217391304,none,11,3.8333333333333335,20.324949159021703,False,10,0.0,46,(low-volume cell),
17259_2870,Bellandur Road,12.918232,77.66923112325581,Bellandur,17.473896774296914,830,43,1.3953488372093024,none,4,3.583333333333333,20.296897258578092,False,10,0.0,43,(low-volume cell),
17220_2874,Kengeri Main Road,12.936612875,77.49251505833334,Kengeri,17.44592840073023,831,24,1.9791666666666667,none,11,3.0,21.98753585534559,False,6,0.0,24,(low-volume cell),
17217_2869,Kengeri Magadi Road,12.911507929580267,77.48036726944035,Kengeri,17.439109583191264,832,45,1.0888888888888888,poi_transit,11,3.75,20.256490012678345,False,10,0.0,45,(low-volume cell),
17229_2896,Watch Factory Road,13.033458160130715,77.53372820261437,Yeshwanthpura,17.434646636007976,833,51,1.0784313725490196,none,3,7.285714285714286,22.5606134526949,True,5,0.0,51,(low-volume cell),
17251_2876,Ejipura Main Road,12.944090849999998,77.630159975,Ashok Nagar,17.404707793036707,834,4,2.0,none,4,1.3333333333333333,26.700270699857747,False,1,0.0,4,(low-volume cell),
17254_2860,Manipal County Road,12.87387795882353,77.64467437647058,Electronic City,17.39320306444809,835,17,1.0,none,3,5.666666666666667,26.68262148843189,False,1,0.0,17,(low-volume cell),
17250_2915,Bagaluru Main Road,13.121838211111111,77.6268520888889,Yelahanka,17.35094282991575,836,9,2.0,none,3,3.0,26.617790770486465,False,1,0.0,9,(low-volume cell),
17232_2891,BTP023 - Mahalaxmi Layout Entrance,13.012104195,77.54577086,Rajajinagar,17.34532356909696,837,20,1.25,poi_transit,4,3.333333333333333,23.136093777488824,False,4,0.0,20,(low-volume cell),
17228_2904,Forest Region Road,13.068949380821918,77.5300108479452,Jalahalli,17.31613948586581,838,73,1.452054794520548,none,12,12.166666666666666,23.097166530974444,True,4,0.0,73,(low-volume cell),
17251_2895,MBT Road,13.02871796,77.63163326,K.G. Halli,17.31092733285935,839,15,1.2,poi_hospital,10,2.142857142857143,22.4005193921013,False,5,0.0,15,(low-volume cell),
17246_2875,BTP133 - Adugodi Junction,12.93956086567164,77.60958594925373,Adugodi,17.288129767729743,840,67,1.0149253731343284,none,3,3.1904761904761907,17.82256988569759,True,19,0.0,67,(low-volume cell),
17248_2897,MBT Road,13.04090365625,77.6176032,Hennuru,17.261777023988238,841,16,1.4375,poi_techpark,6,4.0,24.95154466988839,False,2,0.0,16,(low-volume cell),
17247_2870,"BTP164 - 29th Main Road, BTM Layout",12.915387262857143,77.61571655142858,Mico Layout,17.253490388908833,842,35,2.0,none,3,5.833333333333333,23.013601910430037,False,4,0.0,35,(low-volume cell),
17211_2865,Challagatta Main Road,12.8965706,77.45334995,Kengeri,17.24905930580252,843,2,2.0,none,8,0.6666666666666666,26.461492962673397,False,1,0.0,2,(low-volume cell),
17243_2901,Dasarahalli Main Road,13.056077265591458,77.59407046937463,Hebbala,17.227500458063925,844,59,1.728813559322034,none,5,3.933333333333333,18.9236355332835,True,13,0.0169491525423728,59,(low-volume cell),
17247_2886,Memorial Road,12.990382962857144,77.61241203571429,Pulikeshinagar(F.Town),17.21739247952844,845,140,1.0,none,11,8.235294117647058,18.58920321874138,True,15,0.0,140,(low-volume cell),
17249_2877,Ejipura Main Road,12.94920295,77.623242575,Adugodi,17.21304112637004,846,4,1.75,none,13,1.0,24.88109792939593,False,2,0.0,4,(low-volume cell),
17220_2899,Mumbai Bengaluru Highway,13.049649366666666,77.49368173333333,No Police Station,17.180584781970953,847,6,1.0,none,13,1.0,22.91635662398149,False,4,0.0,6,(low-volume cell),
17242_2877,BTP122 - Siddapura Junction,12.947322579545457,77.59099651818181,Wilson Garden,17.175937248792856,848,88,1.125,none,2,14.666666666666666,22.91015750275933,True,4,0.0,88,(low-volume cell),
17256_2883,3rd Cross Road,12.97521817142857,77.65451681428571,Jeevanbheemanagar,17.17063705635319,849,14,1.3928571428571428,none,7,3.5,24.81980371584305,False,2,0.0,14,(low-volume cell),
17214_2901,Mumbai Bengaluru Highway,13.0585621975,77.466363625,No Police Station,17.10719336400841,850,40,1.0,none,3,4.0,20.62112388687592,False,8,0.0,40,(low-volume cell),
17220_2876,1st Main Road,12.944417166666668,77.49158091666666,Jnanabharathi,17.080584781970952,851,6,2.0,none,4,2.0,26.2030390175786,False,1,0.0,6,(low-volume cell),
17240_2877,BTP184 - Lalbagh West Gate,12.94861242118644,77.58058707711864,Wilson Garden,17.077638744909798,852,118,1.0,none,8,5.130434782608695,17.249886625188317,True,21,0.0,118,(low-volume cell),
17236_2887,1st Cross Road,12.9941934,77.565476,Sheshadripuram,17.06228990432008,853,13,1.7307692307692308,none,10,3.25,24.66319012964897,False,2,0.0,13,(low-volume cell),
17274_2882,Borewell Road,12.969324964874607,77.73605062244013,Whitefield,17.058350237323154,854,9,1.1111111111111112,none,13,1.8,23.585115965835705,False,3,0.0,9,(low-volume cell),
17237_2898,1st Main Road,13.043411261904762,77.57043104285715,Kodigehalli,17.05547642918605,855,21,1.8333333333333333,none,3,3.0,22.06996327506408,False,5,0.0,21,(low-volume cell),
17255_2863,2nd Main Road,12.887040645316004,77.64969389963946,Electronic City,17.05493376150437,856,28,1.5892857142857142,none,11,9.333333333333334,26.16368821673037,False,1,0.0,28,(low-volume cell),
17238_2896,Dr Rajgopal Road,13.035307194594594,77.57417890810811,Kodigehalli,17.05019421488327,857,74,1.3175675675675675,none,9,8.222222222222221,20.99126131038813,True,7,0.0,74,(low-volume cell),
17235_2881,1st Main Road,12.968506093333334,77.55950004,Magadi Road,17.022038443970462,858,15,2.0,poi_mall,3,2.5,22.70487928085529,False,4,0.0,15,(low-volume cell),
17242_2882,BTP063 - Siddalingaiah Circle,12.970669484158416,77.59228356039604,Halasuru Gate,17.01432813072156,859,101,1.0,none,2,5.315789473684211,17.93203810203584,True,17,0.0,101,(low-volume cell),
17238_2916,Avalahalli Estate Road,13.125551133333332,77.5737643,Yelahanka,17.007346147990155,860,3,1.6666666666666667,none,14,0.75,24.583770056704427,False,2,0.0,3,(low-volume cell),
17254_2870,19th Main Road,12.918586756,77.64490178,HSR Layout,17.00468610893285,861,25,1.78,none,10,2.7777777777777777,20.935234233411368,False,7,0.0,25,(low-volume cell),
17210_2904,Mumbai Bengaluru Highway,13.0691355125,77.4471752625,No Police Station,16.992964759595193,862,8,1.0,none,2,1.6,23.4947130808415,False,3,0.0,8,(low-volume cell),
17224_2886,Magadi Main Road,12.988990592307694,77.50837907307692,Kamakshipalya,16.95802405954171,863,26,2.0,none,4,2.1666666666666665,19.697682577094355,False,10,0.0,26,(low-volume cell),
17251_2864,13th Main Road,12.891936908,77.631976596,Hulimavu,16.911352775599518,864,25,1.72,none,11,5.0,23.381875199102595,False,3,0.0,25,(low-volume cell),
17239_2906,Unnamed Road,13.0802993,77.5799528,Yelahanka,16.907346147990154,865,3,1.0,none,8,1.0,25.937276530901777,False,1,0.0,3,(low-volume cell),
17243_2883,BTP063 - Siddalingaiah Circle,12.974588505882352,77.59667620294118,Cubbon Park,16.90636421319389,866,34,1.0147058823529411,none,3,4.857142857142857,21.877010522059837,False,5,0.0,34,(low-volume cell),
17251_2866,Hosur Road,12.8999005197057,77.63343863841341,HSR Layout,16.893176202281428,867,33,1.1666666666666667,none,10,4.125,21.29088856301775,False,6,0.0,33,(low-volume cell),
17241_2910,3rd A Cross Road,13.099037725925928,77.58660986666666,Yelahanka,16.854893216931753,868,54,1.648148148148148,none,5,10.8,23.303813415868387,True,3,0.0,54,(low-volume cell),
17253_2877,Domlur Inner Ring Road,12.9495979,77.63966532857144,Ashok Nagar,16.83850181978983,869,7,2.2857142857142856,none,8,1.75,24.33970904308497,False,2,0.0,7,(low-volume cell),
17266_2872,Bhoganahalli Main Road,12.9263943,77.6978095,Bellandur,16.833333333333332,870,1,2.0,none,5,0.3333333333333333,25.82373471163687,False,1,0.0,1,(low-volume cell),
17268_2892,Basavanapura Road,13.016233613333334,77.70915497333334,K.R. Pura,16.822038443970467,871,15,1.1,none,5,3.0,23.25838794273982,False,3,0.0,15,(low-volume cell),
17226_2886,Dr Rajkumar Puniya Bhoomi Road,12.987645181591724,77.51987547766431,Kamakshipalya,16.820085705718615,872,90,1.3333333333333333,none,5,6.923076923076923,19.217641550376484,True,11,0.0,90,(low-volume cell),
17247_2890,Tannery Road,13.007396872340426,77.6129555787234,K.G. Halli,16.81319567081278,873,47,1.1595744680851063,none,11,2.238095238095238,17.33295381691939,False,19,0.0,47,(low-volume cell),
17230_2884,"BTP025 - Puttamma Choultry, Nagarbhavi",12.980296614503366,77.53760584562802,Vijayanagara,16.800662902258523,874,53,1.0754716981132075,none,4,4.416666666666667,19.5148988922001,True,10,0.0,53,(low-volume cell),
17251_2903,80 Feet Road,13.06784627777778,77.6312558111111,Hennuru,16.795387274360195,875,9,1.4444444444444444,none,9,1.8,23.221539659222454,False,3,0.0,9,(low-volume cell),
17263_2889,Old Madras Road,13.004857920754716,77.68434624150945,K.R. Pura,16.79185787081198,876,53,1.018867924528302,none,7,7.571428571428571,21.728838128188382,True,5,0.0,53,(low-volume cell),
17268_2867,Sarjapura Main Road,12.901891923076922,77.70817396153846,Whitefield,16.775110417140592,877,13,1.6153846153846154,none,4,2.1666666666666665,22.375513849171764,False,4,0.0,13,(low-volume cell),
17231_2887,BTP207 - 8th Main Road Basaveshwara Nagar,12.994252436363636,77.54067274545454,Vijayanagara,16.772842510873733,878,11,1.9090909090909087,none,5,2.2,23.190368950809685,False,3,0.0,11,(low-volume cell),
17236_2894,HMT Main Road,13.023754788235294,77.56276080588235,Yeshwanthpura,16.767712868369657,879,17,1.8823529411764703,none,6,3.4,23.18327663463381,False,3,0.0,17,(low-volume cell),
17269_2884,Industrial Park Road,12.97853615,77.7123622125,Mahadevapura,16.75963142626186,880,8,1.0625,none,6,1.6,23.172103118635373,False,3,0.0,8,(low-volume cell),
17224_2900,Hesaraghatta Main Road,13.05267785,77.509884,Chikkabanavara,16.74905930580252,881,2,1.5,poi_mall,12,0.6666666666666666,25.69445133757527,False,1,0.0,2,(low-volume cell),
17252_2881,Indiranagar Double Road,12.967554375,77.636719385,Jeevanbheemanagar,16.736990235763624,882,20,1.1,none,12,3.333333333333333,22.324667170662767,False,4,0.0,20,(low-volume cell),
17250_2892,Hennur Main Road,13.014565052941176,77.62741789411766,Banaswadi,16.703006986016717,883,17,1.9411764705882355,none,13,1.8888888888888888,20.56382349044789,False,7,0.0,17,(low-volume cell),
17258_2886,Kaggadaspura Main Road,12.98872010769231,77.66351710384616,Banaswadi,16.670844572362224,884,26,1.6923076923076923,none,7,2.888888888888889,20.52422689577656,False,7,0.0,26,(low-volume cell),
17234_2882,1st Main Road,12.96909372,77.55479127999999,Magadi Road,16.656405453792672,885,5,2.0,none,3,1.6666666666666667,25.552312615140803,False,1,0.0,5,(low-volume cell),
17233_2863,Konanakunte Main Road,12.883838930292775,77.54982503070826,Thalagattapura,16.655371777303795,886,15,1.9666666666666663,none,3,2.142857142857143,21.55222370854497,False,5,0.0,15,(low-volume cell),
17264_2868,Sarjapura Main Road,12.908971408333334,77.68969745833333,Bellandur,16.634006627609367,887,12,1.9166666666666667,none,9,1.2,19.20014310403,False,8,0.0833333333333333,12,(low-volume cell),
17248_2919,Bengaluru Bellary Road,13.139504156666668,77.61776573916667,Chikkajala,16.622895516498254,888,12,1.0,none,3,1.3333333333333333,20.465194655525107,False,7,0.0,12,(low-volume cell),
17240_2910,1st A Main Road,13.097408751851852,77.58413972962963,Yelahanka,16.61749930017348,889,27,1.8703703703703705,none,11,5.4,22.97558923366832,False,3,0.0,27,(low-volume cell),
17221_2871,Mysore Road,12.92263708,77.49582212,Kengeri,16.589738787126006,890,5,1.0,none,3,1.25,23.98012718120004,False,2,0.0,5,(low-volume cell),
17239_2911,Yelahanka New Town Main Road,13.099830294444445,77.57847118333333,Yelahanka,16.544922031717864,891,18,1.9722222222222223,none,3,4.5,23.91534548039532,False,2,0.0,18,(low-volume cell),
17240_2868,"BTP200 - 15th Cross, 33rd Main, JP Nagar",12.906510733333333,77.5815233148148,J.P. Nagar,16.539721522395702,892,27,1.7037037037037035,none,7,3.0,20.36279540878155,False,7,0.0,27,(low-volume cell),
17265_2847,Hosur Road,12.81185095,77.69400925,Electronic City,16.532392639135853,893,2,1.0,none,3,0.6666666666666666,25.36206663336608,False,1,0.0,2,(low-volume cell),
17264_2878,A Main Road,12.95365268,77.69004102,HAL Old Airport,16.523072120459336,894,5,1.6,none,5,0.8333333333333334,22.039332074049096,False,4,0.0,5,(low-volume cell),
17211_2903,Mumbai Bengaluru Highway,13.066888336363634,77.45117968181818,No Police Station,16.518297056328283,895,11,1.181818181818182,none,8,1.8333333333333333,22.032962845415824,False,4,0.0,11,(low-volume cell),
17263_2869,Sarjapura Main Road,12.910765444444444,77.68476925555555,Bellandur,16.517144253940085,896,18,1.9444444444444444,none,4,1.8,19.90987479188066,False,8,0.0,18,(low-volume cell),
17233_2894,Mumbai Bengaluru Highway,13.02374335790254,77.54921663963908,Yeshwanthpura,16.509693690654906,897,16,1.0625,poi_transit,4,1.6,19.90089383368012,False,8,0.0,16,(low-volume cell),
17257_2891,5th Main Road,13.010872690476187,77.65889767142858,Banaswadi,16.507857381567003,898,21,2.0,none,5,7.0,25.324427505690466,False,1,0.0,21,(low-volume cell),
17268_2882,2nd Main Road,12.972509066666667,77.70989160555555,HAL Old Airport,16.494922031717863,899,18,2.0,none,6,4.5,23.84307150583518,False,2,0.0,18,(low-volume cell),
17242_2885,BTP034 - LRDE Junction,12.985684797989032,77.59044000192306,High ground,16.475972777490433,900,26,1.0769230769230769,poi_school,8,1.368421052631579,17.36464521808503,False,17,0.0,26,(low-volume cell),
17227_2879,80 Feet Road,12.958832072727272,77.52501314545454,Byatarayanapura,16.472842510873736,901,11,1.0454545454545454,none,2,2.75,23.81115601127941,False,2,0.0,11,(low-volume cell),
17252_2862,Chikka Begur Main Road,12.88252375699294,77.63670285535771,Hulimavu,16.467339960942695,902,12,1.7083333333333333,none,5,4.0,25.262270409369552,False,1,0.0,12,(low-volume cell),
